id,invoice_id,supplier_id,product_id,quantity,price,purchased_at,created_at,updated_at,id_prod,name,category_id,category_name,id_inv,succeeded_at,total_price,total_quantity,date
161,63,15,25,1,4000,2024-08-26 11:23:27,2024-08-26 11:23:27,2024-08-26 11:23:27,25,LARIST AIR MINERAL,2,MINUMAN,63,2024-08-26 11:23:27,65000.0,24,2024-08-26
164,65,6,13,2,2500,2024-08-26 11:29:02,2024-08-26 11:29:02,2024-08-26 11:29:02,13,TAHU BAKSO,5,MAKANAN BASAH,65,2024-08-26 11:29:02,5000.0,2,2024-08-26
167,66,9,73,3,3000,2024-08-26 11:35:18,2024-08-26 11:35:18,2024-08-26 11:35:18,73,NASI KUCING,5,MAKANAN BASAH,66,2024-08-26 11:35:18,70500.0,31,2024-08-26
168,66,15,16,10,2500,2024-08-26 11:35:18,2024-08-26 11:35:18,2024-08-26 11:35:18,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,66,2024-08-26 11:35:18,70500.0,31,2024-08-26
169,66,6,13,3,2500,2024-08-26 11:35:18,2024-08-26 11:35:18,2024-08-26 11:35:18,13,TAHU BAKSO,5,MAKANAN BASAH,66,2024-08-26 11:35:18,70500.0,31,2024-08-26
170,66,13,44,3,2500,2024-08-26 11:35:18,2024-08-26 11:35:18,2024-08-26 11:35:18,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,66,2024-08-26 11:35:18,70500.0,31,2024-08-26
172,66,15,25,1,4000,2024-08-26 11:35:18,2024-08-26 11:35:18,2024-08-26 11:35:18,25,LARIST AIR MINERAL,2,MINUMAN,66,2024-08-26 11:35:18,70500.0,31,2024-08-26
173,66,15,107,1,2500,2024-08-26 11:35:18,2024-08-26 11:35:18,2024-08-26 11:35:18,107,MOMOGI,3,SNACKS,66,2024-08-26 11:35:18,70500.0,31,2024-08-26
174,66,9,79,1,2500,2024-08-26 11:35:18,2024-08-26 11:35:18,2024-08-26 11:35:18,79,MOMOTARO,3,SNACKS,66,2024-08-26 11:35:18,70500.0,31,2024-08-26
175,67,9,73,1,3000,2024-08-26 11:37:59,2024-08-26 11:37:59,2024-08-26 11:37:59,73,NASI KUCING,5,MAKANAN BASAH,67,2024-08-26 11:37:59,11000.0,4,2024-08-26
176,67,6,13,1,2500,2024-08-26 11:37:59,2024-08-26 11:37:59,2024-08-26 11:37:59,13,TAHU BAKSO,5,MAKANAN BASAH,67,2024-08-26 11:37:59,11000.0,4,2024-08-26
177,67,15,16,1,2500,2024-08-26 11:37:59,2024-08-26 11:37:59,2024-08-26 11:37:59,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,67,2024-08-26 11:37:59,11000.0,4,2024-08-26
178,67,15,104,1,3000,2024-08-26 11:37:59,2024-08-26 11:37:59,2024-08-26 11:37:59,104,JAMUR BALADO,1,MAKANAN KERING,67,2024-08-26 11:37:59,11000.0,4,2024-08-26
180,69,13,44,5,2500,2024-08-26 11:42:48,2024-08-26 11:42:48,2024-08-26 11:42:48,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,69,2024-08-26 11:42:48,90000.0,31,2024-08-26
181,69,6,13,4,2500,2024-08-26 11:42:48,2024-08-26 11:42:48,2024-08-26 11:42:48,13,TAHU BAKSO,5,MAKANAN BASAH,69,2024-08-26 11:42:48,90000.0,31,2024-08-26
182,69,15,16,2,2500,2024-08-26 11:42:48,2024-08-26 11:42:48,2024-08-26 11:42:48,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,69,2024-08-26 11:42:48,90000.0,31,2024-08-26
183,69,9,42,3,1000,2024-08-26 11:42:48,2024-08-26 11:42:48,2024-08-26 11:42:48,42,CHEESE/BANANA ROLL,5,MAKANAN BASAH,69,2024-08-26 11:42:48,90000.0,31,2024-08-26
184,69,15,103,1,6000,2024-08-26 11:42:48,2024-08-26 11:42:48,2024-08-26 11:42:48,103,MILO,2,MINUMAN,69,2024-08-26 11:42:48,90000.0,31,2024-08-26
185,69,9,75,5,1000,2024-08-26 11:42:48,2024-08-26 11:42:48,2024-08-26 11:42:48,75,MINI PAO,5,MAKANAN BASAH,69,2024-08-26 11:42:48,90000.0,31,2024-08-26
186,69,15,25,4,4000,2024-08-26 11:42:48,2024-08-26 11:42:48,2024-08-26 11:42:48,25,LARIST AIR MINERAL,2,MINUMAN,69,2024-08-26 11:42:48,90000.0,31,2024-08-26
188,69,9,79,2,2500,2024-08-26 11:42:48,2024-08-26 11:42:48,2024-08-26 11:42:48,79,MOMOTARO,3,SNACKS,69,2024-08-26 11:42:48,90000.0,31,2024-08-26
193,70,15,104,2,3000,2024-08-26 11:45:50,2024-08-26 11:45:50,2024-08-26 11:45:50,104,JAMUR BALADO,1,MAKANAN KERING,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
194,70,15,16,20,2500,2024-08-26 11:45:50,2024-08-26 11:45:50,2024-08-26 11:45:50,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
195,70,6,13,24,2500,2024-08-26 11:45:50,2024-08-26 11:45:50,2024-08-26 11:45:50,13,TAHU BAKSO,5,MAKANAN BASAH,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
196,70,13,44,6,2500,2024-08-26 11:45:50,2024-08-26 11:45:50,2024-08-26 11:45:50,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
198,70,15,25,8,4000,2024-08-26 11:45:50,2024-08-26 11:45:50,2024-08-26 11:45:50,25,LARIST AIR MINERAL,2,MINUMAN,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
199,70,15,22,2,2000,2024-08-26 11:45:50,2024-08-26 11:45:50,2024-08-26 11:45:50,22,MIE KREMEZ,3,SNACKS,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
200,70,15,20,2,4000,2024-08-26 11:45:50,2024-08-26 11:45:50,2024-08-26 11:45:50,20,ROTI SISIR,3,SNACKS,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
204,70,9,75,4,1000,2024-08-26 11:45:51,2024-08-26 11:45:51,2024-08-26 11:45:51,75,MINI PAO,5,MAKANAN BASAH,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
205,70,9,73,3,3000,2024-08-26 11:45:51,2024-08-26 11:45:51,2024-08-26 11:45:51,73,NASI KUCING,5,MAKANAN BASAH,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
207,70,9,77,3,5000,2024-08-26 11:45:51,2024-08-26 11:45:51,2024-08-26 11:45:51,77,KOPI ABC,2,MINUMAN,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
208,70,9,91,1,5000,2024-08-26 11:45:51,2024-08-26 11:45:51,2024-08-26 11:45:51,91,GOLDA KOPI,2,MINUMAN,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
209,70,9,79,4,2500,2024-08-26 11:45:51,2024-08-26 11:45:51,2024-08-26 11:45:51,79,MOMOTARO,3,SNACKS,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
210,70,9,80,1,3500,2024-08-26 11:45:51,2024-08-26 11:45:51,2024-08-26 11:45:51,80,MILKU,2,MINUMAN,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
211,70,9,42,12,1000,2024-08-26 11:45:51,2024-08-26 11:45:51,2024-08-26 11:45:51,42,CHEESE/BANANA ROLL,5,MAKANAN BASAH,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
215,70,15,111,1,3500,2024-08-26 11:45:51,2024-08-26 11:45:51,2024-08-26 11:45:51,111,VEGETABLE AND CHEESE,3,SNACKS,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
219,70,9,74,1,2000,2024-08-26 11:45:51,2024-08-26 11:45:51,2024-08-26 11:45:51,74,SATE USUS,5,MAKANAN BASAH,70,2024-08-26 11:45:50,407000.0,131,2024-08-26
221,71,9,73,3,3000,2024-08-26 11:47:11,2024-08-26 11:47:11,2024-08-26 11:47:11,73,NASI KUCING,5,MAKANAN BASAH,71,2024-08-26 11:47:11,88500.0,27,2024-08-26
223,71,15,16,5,2500,2024-08-26 11:47:11,2024-08-26 11:47:11,2024-08-26 11:47:11,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,71,2024-08-26 11:47:11,88500.0,27,2024-08-26
224,71,6,13,4,2500,2024-08-26 11:47:11,2024-08-26 11:47:11,2024-08-26 11:47:11,13,TAHU BAKSO,5,MAKANAN BASAH,71,2024-08-26 11:47:11,88500.0,27,2024-08-26
225,71,15,25,1,4000,2024-08-26 11:47:11,2024-08-26 11:47:11,2024-08-26 11:47:11,25,LARIST AIR MINERAL,2,MINUMAN,71,2024-08-26 11:47:11,88500.0,27,2024-08-26
226,71,9,74,2,2000,2024-08-26 11:47:11,2024-08-26 11:47:11,2024-08-26 11:47:11,74,SATE USUS,5,MAKANAN BASAH,71,2024-08-26 11:47:11,88500.0,27,2024-08-26
227,71,15,111,1,3500,2024-08-26 11:47:11,2024-08-26 11:47:11,2024-08-26 11:47:11,111,VEGETABLE AND CHEESE,3,SNACKS,71,2024-08-26 11:47:11,88500.0,27,2024-08-26
234,73,6,13,2,2500,2024-08-26 11:51:50,2024-08-26 11:51:50,2024-08-26 11:51:50,13,TAHU BAKSO,5,MAKANAN BASAH,73,2024-08-26 11:51:50,5000.0,2,2024-08-26
236,75,6,13,1,2500,2024-08-26 12:01:08,2024-08-26 12:01:08,2024-08-26 12:01:08,13,TAHU BAKSO,5,MAKANAN BASAH,75,2024-08-26 12:01:08,2500.0,1,2024-08-26
237,76,6,13,2,2500,2024-08-26 12:03:42,2024-08-26 12:03:42,2024-08-26 12:03:42,13,TAHU BAKSO,5,MAKANAN BASAH,76,2024-08-26 12:03:42,5000.0,2,2024-08-26
238,77,9,38,1,4000,2024-08-26 12:05:23,2024-08-26 12:05:23,2024-08-26 12:05:23,38,ISOPLUS,2,MINUMAN,77,2024-08-26 12:05:23,4000.0,1,2024-08-26
240,79,6,13,2,2500,2024-08-26 12:06:45,2024-08-26 12:06:45,2024-08-26 12:06:45,13,TAHU BAKSO,5,MAKANAN BASAH,79,2024-08-26 12:06:45,7000.0,3,2024-08-26
241,79,15,22,1,2000,2024-08-26 12:06:45,2024-08-26 12:06:45,2024-08-26 12:06:45,22,MIE KREMEZ,3,SNACKS,79,2024-08-26 12:06:45,7000.0,3,2024-08-26
244,80,6,13,2,2500,2024-08-26 12:07:37,2024-08-26 12:07:37,2024-08-26 12:07:37,13,TAHU BAKSO,5,MAKANAN BASAH,80,2024-08-26 12:07:37,17000.0,5,2024-08-26
245,81,6,13,4,2500,2024-08-26 12:07:57,2024-08-26 12:07:57,2024-08-26 12:07:57,13,TAHU BAKSO,5,MAKANAN BASAH,81,2024-08-26 12:07:57,15500.0,6,2024-08-26
248,82,15,25,1,4000,2024-08-26 12:08:26,2024-08-26 12:08:26,2024-08-26 12:08:26,25,LARIST AIR MINERAL,2,MINUMAN,82,2024-08-26 12:08:26,4000.0,1,2024-08-26
249,83,9,76,1,3500,2024-08-26 12:08:38,2024-08-26 12:08:38,2024-08-26 12:08:38,76,TEH GELAS,2,MINUMAN,83,2024-08-26 12:08:38,3500.0,1,2024-08-26
251,85,6,13,1,2500,2024-08-26 12:16:59,2024-08-26 12:16:59,2024-08-26 12:16:59,13,TAHU BAKSO,5,MAKANAN BASAH,85,2024-08-26 12:16:59,5000.0,2,2024-08-26
252,85,15,16,1,2500,2024-08-26 12:16:59,2024-08-26 12:16:59,2024-08-26 12:16:59,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,85,2024-08-26 12:16:59,5000.0,2,2024-08-26
253,86,15,25,1,4000,2024-08-26 12:18:00,2024-08-26 12:18:00,2024-08-26 12:18:00,25,LARIST AIR MINERAL,2,MINUMAN,86,2024-08-26 12:18:00,4000.0,1,2024-08-26
254,87,6,13,1,2500,2024-08-26 12:19:15,2024-08-26 12:19:15,2024-08-26 12:19:15,13,TAHU BAKSO,5,MAKANAN BASAH,87,2024-08-26 12:19:15,2500.0,1,2024-08-26
255,88,15,21,1,1000,2024-08-26 12:19:38,2024-08-26 12:19:38,2024-08-26 12:19:38,21,PERMEN HOT POP,3,SNACKS,88,2024-08-26 12:19:38,1000.0,1,2024-08-26
262,94,9,42,1,1000,2024-08-26 12:46:08,2024-08-26 12:46:08,2024-08-26 12:46:08,42,CHEESE/BANANA ROLL,5,MAKANAN BASAH,94,2024-08-26 12:46:08,5000.0,3,2024-08-26
264,95,9,88,1,2000,2024-08-26 12:47:22,2024-08-26 12:47:22,2024-08-26 12:47:22,88,GOOD TIME,3,SNACKS,95,2024-08-26 12:47:22,4500.0,2,2024-08-26
265,96,6,13,1,2500,2024-08-26 12:49:44,2024-08-26 12:49:44,2024-08-26 12:49:44,13,TAHU BAKSO,5,MAKANAN BASAH,96,2024-08-26 12:49:44,2500.0,1,2024-08-26
266,97,15,25,1,4000,2024-08-26 12:54:02,2024-08-26 12:54:02,2024-08-26 12:54:02,25,LARIST AIR MINERAL,2,MINUMAN,97,2024-08-26 12:54:02,4000.0,1,2024-08-26
267,98,28,119,1,3500,2024-08-26 12:55:24,2024-08-26 12:55:24,2024-08-26 12:55:24,119,FLORIDINA ORANGE,2,MINUMAN,98,2024-08-26 12:55:24,8500.0,3,2024-08-26
268,98,6,13,2,2500,2024-08-26 12:55:24,2024-08-26 12:55:24,2024-08-26 12:55:24,13,TAHU BAKSO,5,MAKANAN BASAH,98,2024-08-26 12:55:24,8500.0,3,2024-08-26
269,99,9,36,1,4500,2024-08-26 13:09:17,2024-08-26 13:09:17,2024-08-26 13:09:17,36,CIMORY YOGURT DRINK,2,MINUMAN,99,2024-08-26 13:09:17,6500.0,2,2024-08-26
270,99,9,88,1,2000,2024-08-26 13:09:17,2024-08-26 13:09:17,2024-08-26 13:09:17,88,GOOD TIME,3,SNACKS,99,2024-08-26 13:09:17,6500.0,2,2024-08-26
272,100,28,127,1,2500,2024-08-26 13:09:20,2024-08-26 13:09:20,2024-08-26 13:09:20,127,JETZ STICK,3,SNACKS,100,2024-08-26 13:09:20,6000.0,2,2024-08-26
273,101,9,80,1,3500,2024-08-26 13:12:15,2024-08-26 13:12:15,2024-08-26 13:12:15,80,MILKU,2,MINUMAN,101,2024-08-26 13:12:15,8500.0,2,2024-08-26
275,102,28,123,2,1500,2024-08-26 13:18:16,2024-08-26 13:18:16,2024-08-26 13:18:16,123,CHOCOLATOS,3,SNACKS,102,2024-08-26 13:18:16,3000.0,2,2024-08-26
