date,revenue,transactions,qty_sold,day_of_week,week_of_year,month,year,is_weekend,is_holiday,is_ramadan
2025-06-04,2094000.0,226,632,2,23,6,2025,0,0,0
2025-06-05,1287000.0,148,406,3,23,6,2025,0,0,0
2025-06-10,1389500.0,107,436,1,24,6,2025,0,0,0
2025-06-11,1743000.0,126,527,2,24,6,2025,0,0,0
2025-06-12,1652000.0,214,516,3,24,6,2025,0,0,0
2025-06-13,1204500.0,103,389,4,24,6,2025,0,0,0
2025-06-14,34000.0,1,6,5,24,6,2025,1,0,0
2025-06-16,856000.0,93,264,0,25,6,2025,0,0,0
2025-06-17,632000.0,53,198,1,25,6,2025,0,0,0
2025-06-18,568000.0,54,182,2,25,6,2025,0,0,0
2025-06-19,361000.0,53,108,3,25,6,2025,0,0,0
2025-07-27,3500.0,1,1,6,30,7,2025,1,1,0
2025-08-18,2500.0,1,1,0,34,8,2025,0,0,0
2025-08-19,1707000.0,234,527,1,34,8,2025,0,0,0
2025-08-20,1568000.0,222,485,2,34,8,2025,0,0,0
2025-08-21,2043000.0,266,596,3,34,8,2025,0,0,0
2025-08-22,1619000.0,231,460,4,34,8,2025,0,0,0
2025-08-25,2024000.0,255,631,0,35,8,2025,0,0,0
2025-08-26,1950000.0,282,603,1,35,8,2025,0,0,0
2025-08-27,1987000.0,254,605,2,35,8,2025,0,0,0
2025-08-28,2345500.0,274,729,3,35,8,2025,0,0,0
2025-08-29,1822500.0,232,572,4,35,8,2025,0,0,0
2025-09-08,2208500.0,265,697,0,37,9,2025,0,0,0
2025-09-09,2065000.0,297,625,1,37,9,2025,0,0,0
2025-09-10,2467000.0,281,764,2,37,9,2025,0,0,0
2025-09-11,2873000.0,333,902,3,37,9,2025,0,0,0
2025-09-12,2055500.0,264,633,4,37,9,2025,0,0,0
2025-09-15,2360500.0,303,740,0,38,9,2025,0,0,0
2025-09-16,2469000.0,308,747,1,38,9,2025,0,0,0
2025-09-17,2345500.0,286,722,2,38,9,2025,0,0,0
2025-09-18,2779500.0,340,845,3,38,9,2025,0,0,0
2025-09-19,2033000.0,280,620,4,38,9,2025,0,0,0
2025-09-22,2043995.0,211,580,0,39,9,2025,0,0,0
2025-09-23,2163499.0,294,622,1,39,9,2025,0,0,0
2025-09-24,2458500.0,302,759,2,39,9,2025,0,0,0
2025-09-25,2891000.0,249,832,3,39,9,2025,0,0,0
2025-09-26,2234000.0,264,685,4,39,9,2025,0,0,0
2025-09-28,3500.0,1,1,6,39,9,2025,1,0,0
2025-09-29,2564500.0,268,745,0,40,9,2025,0,0,0
2025-09-30,2906500.0,373,856,1,40,9,2025,0,0,0
2025-10-01,2974500.0,298,924,2,40,10,2025,0,0,0
2025-10-02,3161000.0,380,937,3,40,10,2025,0,0,0
2025-10-03,2027000.0,263,622,4,40,10,2025,0,0,0
2025-10-06,1695500.0,236,487,0,41,10,2025,0,0,0
2025-10-07,1739500.0,191,469,1,41,10,2025,0,0,0
2025-10-08,1866000.0,204,522,2,41,10,2025,0,0,0
2025-10-09,1817000.0,242,483,3,41,10,2025,0,0,0
2025-10-10,1159000.0,154,322,4,41,10,2025,0,0,0
2025-10-13,781000.0,95,228,0,42,10,2025,0,0,0
2025-10-14,894000.0,120,257,1,42,10,2025,0,0,0
2025-10-15,1189000.0,163,306,2,42,10,2025,0,0,0
2025-10-16,1081000.0,122,304,3,42,10,2025,0,0,0
2025-10-17,771500.0,123,238,4,42,10,2025,0,0,0
2025-10-20,1981500.0,216,558,0,43,10,2025,0,0,0
2025-10-21,1857000.0,234,541,1,43,10,2025,0,0,0
2025-10-22,1917000.0,199,539,2,43,10,2025,0,0,0
2025-10-23,2672500.0,256,782,3,43,10,2025,0,0,0
2025-10-24,1832500.0,219,574,4,43,10,2025,0,0,0
2025-10-27,1707000.0,177,498,0,44,10,2025,0,0,0
2025-10-28,2329500.0,302,700,1,44,10,2025,0,0,0
2025-10-29,2206500.0,230,675,2,44,10,2025,0,0,0
2025-10-30,2472000.0,221,745,3,44,10,2025,0,0,0
2025-10-31,2050500.0,222,647,4,44,10,2025,0,0,0
2025-11-03,1281500.0,154,392,0,45,11,2025,0,0,0
2025-11-04,1956000.0,282,629,1,45,11,2025,0,0,0
2025-11-05,1969500.0,219,592,2,45,11,2025,0,0,0
2025-11-06,2452000.0,262,755,3,45,11,2025,0,0,0
2025-11-07,1805000.0,228,564,4,45,11,2025,0,0,0
2025-11-10,2133000.0,277,656,0,46,11,2025,0,0,0
2025-11-11,2014000.0,258,571,1,46,11,2025,0,0,0
2025-11-12,2372500.0,263,686,2,46,11,2025,0,0,0
2025-11-13,2416000.0,196,696,3,46,11,2025,0,0,0
2025-11-14,1889000.0,158,586,4,46,11,2025,0,0,0
2025-11-17,1847000.0,247,519,0,47,11,2025,0,0,0
2025-11-18,1426000.0,182,382,1,47,11,2025,0,0,0
2025-11-19,1719500.0,216,467,2,47,11,2025,0,0,0
2025-11-20,2207000.0,242,604,3,47,11,2025,0,0,0
2025-11-21,1337500.0,168,374,4,47,11,2025,0,0,0
2025-11-24,1410000.0,183,418,0,48,11,2025,0,0,0
2025-11-25,1597000.0,186,446,1,48,11,2025,0,0,0
2025-11-26,1935500.0,210,570,2,48,11,2025,0,0,0
2025-11-27,2305000.0,190,658,3,48,11,2025,0,0,0
2025-11-28,1963000.0,268,571,4,48,11,2025,0,0,0
2025-12-01,1429500.0,171,404,0,49,12,2025,0,0,0
2025-12-02,1361500.0,172,358,1,49,12,2025,0,0,0
2025-12-03,1468000.0,178,387,2,49,12,2025,0,0,0
2025-12-04,1812000.0,190,521,3,49,12,2025,0,0,0
2025-12-05,1584500.0,198,441,4,49,12,2025,0,0,0
2025-12-08,1085500.0,154,323,0,50,12,2025,0,0,0
2025-12-09,1208500.0,99,350,1,50,12,2025,0,0,0
2025-12-10,1513500.0,154,417,2,50,12,2025,0,0,0
2025-12-11,909000.0,131,272,3,50,12,2025,0,0,0
2025-12-12,599000.0,95,181,4,50,12,2025,0,0,0
2025-12-15,564000.0,68,165,0,51,12,2025,0,0,0
2025-12-16,534000.0,74,146,1,51,12,2025,0,0,0
2025-12-17,590000.0,86,162,2,51,12,2025,0,0,0
2025-12-18,340500.0,46,98,3,51,12,2025,0,0,0
2025-12-19,118500.0,17,28,4,51,12,2025,0,0,0
2026-02-09,1277000.0,194,371,0,7,2,2026,0,0,0
2026-02-10,1294500.0,148,372,1,7,2,2026,0,0,0
2026-02-11,1736500.0,271,523,2,7,2,2026,0,0,0
2026-02-12,1590000.0,235,483,3,7,2,2026,0,0,0
2026-02-13,1495500.0,228,450,4,7,2,2026,0,0,0
2026-02-18,859000.0,136,284,2,8,2,2026,0,0,0
2026-02-19,84000.0,18,28,3,8,2,2026,0,0,0
2026-02-20,119000.0,18,42,4,8,2,2026,0,0,0
2026-02-23,146500.0,25,61,0,9,2,2026,0,0,0
2026-02-24,122000.0,15,48,1,9,2,2026,0,0,0
2026-02-25,85500.0,18,42,2,9,2,2026,0,0,0
2026-02-26,62000.0,11,27,3,9,2,2026,0,0,0
2026-02-27,32500.0,9,11,4,9,2,2026,0,0,0
2026-03-02,99500.0,16,31,0,10,3,2026,0,0,1
2026-03-03,52000.0,6,15,1,10,3,2026,0,0,1
2026-03-04,138500.0,17,30,2,10,3,2026,0,0,1
2026-03-05,86500.0,12,24,3,10,3,2026,0,0,1
2026-03-06,83000.0,11,19,4,10,3,2026,0,0,1
2026-03-09,86500.0,16,29,0,11,3,2026,0,0,1
2026-03-10,23500.0,7,8,1,11,3,2026,0,0,1
2026-03-11,24000.0,5,7,2,11,3,2026,0,0,1
2026-03-12,75500.0,13,24,3,11,3,2026,0,0,1
2026-03-13,41500.0,6,16,4,11,3,2026,0,0,1
2026-03-30,1158000.0,193,379,0,14,3,2026,0,0,1
2026-03-31,1541500.0,230,510,1,14,3,2026,0,0,1
2026-04-01,1665500.0,241,543,2,14,4,2026,0,0,0
2026-04-02,1728000.0,230,542,3,14,4,2026,0,0,0
2026-04-06,1522500.0,232,473,0,15,4,2026,0,0,0
2026-04-07,1299500.0,195,364,1,15,4,2026,0,0,0
2026-04-08,1482500.0,205,451,2,15,4,2026,0,0,0
2026-04-09,1626000.0,229,490,3,15,4,2026,0,0,0
2026-04-10,1370500.0,180,413,4,15,4,2026,0,0,0
2026-04-13,1319000.0,204,400,0,16,4,2026,0,0,0
2026-04-14,1150500.0,164,344,1,16,4,2026,0,0,0
2026-04-15,949000.0,124,293,2,16,4,2026,0,0,0
2026-04-16,511000.0,60,130,3,16,4,2026,0,0,0
2026-04-17,495500.0,74,135,4,16,4,2026,0,0,0
2026-04-20,2220500.0,295,614,0,17,4,2026,0,0,0
2026-04-21,2363500.0,305,646,1,17,4,2026,0,0,0
2026-04-22,2701500.0,347,740,2,17,4,2026,0,0,0
2026-04-23,2529000.0,326,732,3,17,4,2026,0,0,0
2026-04-24,2106500.0,263,531,4,17,4,2026,0,0,0
2026-04-27,2796500.0,330,799,0,18,4,2026,0,0,0
2026-04-28,2623500.0,305,681,1,18,4,2026,0,0,0
2026-04-29,3369500.0,405,905,2,18,4,2026,0,0,0
2026-04-30,2765000.0,329,765,3,18,4,2026,0,0,0
2026-05-04,2978000.0,388,820,0,19,5,2026,0,0,0
2026-05-05,3492000.0,299,941,1,19,5,2026,0,0,0
2026-05-06,3738500.0,471,1012,2,19,5,2026,0,0,0
2026-05-07,3391000.0,416,974,3,19,5,2026,0,0,0
2026-05-08,2636000.0,297,756,4,19,5,2026,0,0,0
2026-05-11,3028500.0,364,833,0,20,5,2026,0,0,0
2026-05-12,3389500.0,347,928,1,20,5,2026,0,0,0
2026-05-13,3116000.0,427,902,2,20,5,2026,0,0,0
2026-05-18,2624500.0,357,736,0,21,5,2026,0,0,0
2026-05-19,3289000.0,316,922,1,21,5,2026,0,0,0
2026-05-20,2821000.0,288,791,2,21,5,2026,0,0,0
2026-05-21,2290000.0,281,623,3,21,5,2026,0,0,0
2026-05-22,2082000.0,234,550,4,21,5,2026,0,0,0
2026-05-25,2622500.0,323,779,0,22,5,2026,0,0,0
2026-05-26,1487000.0,146,426,1,22,5,2026,0,0,0
2026-05-29,261500.0,36,79,4,22,5,2026,0,0,0
2026-06-02,2761500.0,302,842,1,23,6,2026,0,0,0
2026-06-03,3254000.0,365,984,2,23,6,2026,0,0,0
2026-06-04,2901500.0,323,827,3,23,6,2026,0,0,0
2026-06-05,2158500.0,280,606,4,23,6,2026,0,0,0
2026-06-08,1604500.0,222,471,0,24,6,2026,0,0,0
2026-06-09,1562000.0,240,453,1,24,6,2026,0,0,0
2026-06-10,1504500.0,174,418,2,24,6,2026,0,0,0
2026-06-11,1798500.0,253,532,3,24,6,2026,0,0,0
2026-06-12,1295500.0,182,378,4,24,6,2026,0,0,0
2026-06-15,1354500.0,177,389,0,25,6,2026,0,0,0
2026-06-17,1651500.0,208,476,2,25,6,2026,0,0,0
2026-06-18,1547500.0,178,442,3,25,6,2026,0,0,0
2026-06-19,1159000.0,151,326,4,25,6,2026,0,0,0
2026-06-20,68500.0,1,24,5,25,6,2026,1,0,0
2026-06-21,1650000.0,210,490,6,25,6,0,1,0,0
